"study","college","origin","distance","area","washroom","rent","neighborhood","course"
"Med Residents","Medicine","Saskatchewan","30-45 minutes",36.5,0,590,"1046","MED-M-007"
"Undergrad","Kinesiology","Saskatchewan","15-30 minutes",30.5,0,720,"2030","KIN-U-002"
"Undergrad","Nursing","Saskatchewan","15-30 minutes",26,1,780,"2027","NUR-U-006"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",28.5,0,560,"1022","ENG-U-012"
"Grad","Arts and Science","Saskatchewan","15-30 minutes",35.5,0,1300,"2024","ASC-G-008"
"Undergrad","Arts and Science","International","30-45 minutes",43,0,1070,"1043","ASC-U-002"
"Undergrad","Arts and Science","International","15-30 minutes",24,0,610,"2028","ASC-U-108"
"Grad","Arts and Science","Out of Province","15-30 minutes",27.5,0,510,"2010","ASC-G-008"
"Undergrad","Business","Saskatchewan","15-30 minutes",30,0,610,"2035","BUS-U-021"
"Undergrad","Arts and Science","International","30-45 minutes",42.5,0,730,"1053","ASC-U-102"
"Undergrad","Nursing","Saskatchewan","more than 45 minutes",20.5,0,380,"0022","NUR-U-019"
"Undergrad","Kinesiology","International","30-45 minutes",31,0,710,"1042","KIN-U-003"
"Undergrad","Pharmacy & Nutrition","Saskatchewan","30-45 minutes",35.5,0,870,"1034","PHARM-U-003"
"Med Residents","Medicine","Saskatchewan","more than 45 minutes",20,0,460,"0021","MED-M-008"
"Undergrad","Kinesiology","Saskatchewan","15-30 minutes",30.5,0,730,"2025","KIN-U-007"
"Undergrad","Business","Out of Province","30-45 minutes",25.5,0,610,"1025","BUS-U-032"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",22.5,0,450,"0012","ASC-U-006"
"Undergrad","Arts and Science","International","30-45 minutes",32,0,580,"1050","ASC-U-137"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",35,0,880,"2036","ASC-U-028"
"Undergrad","Arts and Science","International","less than 15 minutes",28.5,0,640,"3010","ASC-U-113"
"Undergrad","Pharmacy & Nutrition","Saskatchewan","30-45 minutes",45,0,900,"1033","PHARM-U-002"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",34,0,830,"1027","ASC-G-008"
"Undergrad","Business","Saskatchewan","more than 45 minutes",28,0,600,"0018","BUS-U-005"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",33.5,0,660,"1012","ASC-U-070"
"Undergrad","Nursing","Saskatchewan","more than 45 minutes",48.5,0,800,"0018","NUR-U-007"
"Undergrad","Education","Out of Province","15-30 minutes",32,0,890,"2012","EDU-U-022"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",39,1,980,"2010","ASC-U-025"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",26.5,1,650,"1010","ASC-U-107"
"Undergrad","Education","Out of Province","less than 15 minutes",26,1,1160,"3006","EDU-U-021"
"Undergrad","Arts and Science","Out of Province","more than 45 minutes",51,0,990,"0013","ASC-U-078"
"Undergrad","Veterinary Medicine","Saskatchewan","15-30 minutes",32.5,0,1080,"2027","VET-U-001"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",22.5,1,450,"1045","ASC-U-016"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",35.5,0,850,"3008","ASC-U-056"
"Undergrad","Arts and Science","International","15-30 minutes",31.5,0,620,"2021","ASC-U-049"
"Undergrad","Veterinary Medicine","Saskatchewan","30-45 minutes",27.5,0,650,"1040","VET-U-001"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",20.5,0,620,"2012","ASC-U-016"
"Undergrad","Business","Out of Province","15-30 minutes",27,1,660,"2006","BUS-U-032"
"Undergrad","Medicine","Saskatchewan","15-30 minutes",22.5,0,690,"2001","MED-U-002"
"Undergrad","Medicine","International","30-45 minutes",32,1,850,"1028","MED-U-004"
"Undergrad","Medicine","Saskatchewan","less than 15 minutes",31,0,670,"3008","MED-U-005"
"Grad","Nursing","International","30-45 minutes",33,0,570,"1001","NUR-G-005"
"Grad","Medicine","Out of Province","30-45 minutes",15,1,380,"1033","MED-G-001"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",22.5,0,640,"2005","ASC-U-077"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",36,0,710,"1011","ASC-U-067"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",24.5,0,640,"2007","ASC-U-030"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",31.5,0,480,"0005","ASC-U-065"
"Undergrad","Arts and Science","International","30-45 minutes",33.5,0,640,"1020","ASC-U-106"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",19,1,440,"1012","ENG-U-013"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",28.5,0,820,"2012","AGR-U-012"
"Non-degree","Arts and Science","Saskatchewan","less than 15 minutes",39.5,0,880,"3010","ASC-N-002"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",31,0,640,"0011","ASC-U-027"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",24,0,390,"1011","ASC-U-023"
"Undergrad","Arts and Science","International","15-30 minutes",27.5,0,790,"2021","ASC-U-058"
"Grad","Medicine","International","less than 15 minutes",44,0,1360,"3009","MED-G-001"
"Undergrad","Medicine","International","more than 45 minutes",29,0,570,"0013","MED-U-001"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",26.5,0,740,"1025","ASC-G-003"
"Undergrad","Kinesiology","Saskatchewan","30-45 minutes",28,0,650,"1042","KIN-U-009"
"Undergrad","Nursing","Saskatchewan","30-45 minutes",41,0,800,"1034","NUR-U-004"
"Undergrad","Education","Saskatchewan","30-45 minutes",32,0,780,"1015","EDU-U-003"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",24,0,610,"2020","ASC-U-096"
"Undergrad","Arts and Science","International","30-45 minutes",27.5,0,660,"1048","ASC-U-018"
"Med Residents","Medicine","Saskatchewan","15-30 minutes",39,1,1680,"2036","MED-M-002"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",36.5,0,720,"1009","ASC-U-070"
"Undergrad","Pharmacy & Nutrition","Saskatchewan","15-30 minutes",24.5,0,770,"2020","PHARM-U-002"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",32.5,0,870,"3005","ASC-U-047"
"Undergrad","Agriculture & Bioresources","International","30-45 minutes",30,1,700,"1035","AGR-U-004"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",34.5,0,780,"2026","ASC-U-025"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",26.5,1,840,"2008","AGR-U-018"
"Undergrad","Business","Saskatchewan","30-45 minutes",33,1,740,"1007","BUS-U-008"
"Undergrad","Engineering","Saskatchewan","15-30 minutes",27.5,1,590,"2016","ENG-U-012"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",39,0,1240,"3009","ASC-U-135"
"Grad","Education","Saskatchewan","30-45 minutes",43.5,0,840,"1046","EDU-G-007"
"Undergrad","Business","International","30-45 minutes",26,0,470,"1044","BUS-U-002"
"Med Residents","Medicine","Out of Province","more than 45 minutes",16.5,0,580,"0001","MED-M-007"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",40,1,1210,"1007","ASC-U-094"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",49,0,1150,"1025","ASC-U-101"
"Undergrad","Arts and Science","International","more than 45 minutes",33,1,820,"0014","ASC-U-051"
"Undergrad","Veterinary Medicine","Out of Province","15-30 minutes",29,1,800,"2031","VET-U-001"
"Undergrad","Arts and Science","Out of Province","more than 45 minutes",31.5,0,670,"0021","ASC-U-121"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",32,1,870,"1021","ASC-U-067"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",45.5,0,730,"0001","ASC-U-019"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",33,0,610,"1019","ASC-U-012"
"Undergrad","Agriculture & Bioresources","International","30-45 minutes",27.5,0,760,"1007","AGR-U-023"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",33.5,0,580,"1037","ASC-U-018"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",26,0,470,"1007","ASC-U-079"
"Undergrad","Business","Out of Province","15-30 minutes",27.5,0,700,"2013","BUS-U-027"
"Undergrad","Education","Saskatchewan","less than 15 minutes",23,0,770,"3002","EDU-U-009"
"Grad","Environment & Sustainability","Saskatchewan","30-45 minutes",29,1,770,"1054","ENV-G-003"
"Undergrad","Education","Saskatchewan","less than 15 minutes",40.5,0,890,"3010","EDU-U-024"
"Undergrad","Business","Saskatchewan","more than 45 minutes",30.5,0,500,"0007","BUS-U-008"
"Grad","Public Health","Saskatchewan","more than 45 minutes",22.5,0,400,"0012","HEA-G-002"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",26,1,740,"1007","ASC-U-079"
"Grad","Public Health","Out of Province","30-45 minutes",47,0,860,"1009","HEA-G-002"
"Undergrad","Nursing","Saskatchewan","more than 45 minutes",23.5,1,570,"0010","NUR-U-012"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",25.5,1,740,"2002","ASC-U-132"
"Undergrad","Business","Saskatchewan","30-45 minutes",25.5,1,570,"1050","BUS-U-037"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",18,0,390,"1016","ASC-U-066"
"Undergrad","Engineering","Out of Province","less than 15 minutes",34.5,0,1240,"3010","ENG-U-021"
"Grad","Others","Saskatchewan","more than 45 minutes",22,0,360,"0002","OTH-G-001"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",29.5,0,610,"0012","ASC-U-117"
"Grad","Education","International","more than 45 minutes",29,0,450,"0003","EDU-G-009"
"Grad","Agriculture & Bioresources","Saskatchewan","more than 45 minutes",27,1,600,"0011","AGR-G-001"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",25,0,540,"2005","AGR-U-005"
"Undergrad","Engineering","Out of Province","more than 45 minutes",29.5,0,480,"0020","ENG-U-024"
"Undergrad","Kinesiology","International","30-45 minutes",21.5,0,460,"1004","KIN-U-009"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",37,0,930,"2028","ASC-U-103"
"Undergrad","Agriculture & Bioresources","Out of Province","30-45 minutes",26,1,680,"1029","AGR-U-009"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",16,0,410,"1032","AGR-U-015"
"Undergrad","Business","Saskatchewan","15-30 minutes",25.5,1,1130,"2016","BUS-U-029"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",34,0,750,"2030","ASC-U-051"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",27,0,430,"0017","ASC-U-130"
"Undergrad","Education","Saskatchewan","30-45 minutes",30,0,640,"1026","EDU-U-022"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",33.5,0,730,"2029","ASC-U-034"
"Grad","Public Health","Saskatchewan","30-45 minutes",42.5,0,820,"1032","HEA-G-002"
"Undergrad","Agriculture & Bioresources","International","less than 15 minutes",26,1,1260,"3007","AGR-U-001"
"Grad","Nursing","Saskatchewan","30-45 minutes",32,0,710,"1051","NUR-G-003"
"Med Residents","Medicine","Out of Province","15-30 minutes",38.5,1,1010,"2005","MED-M-005"
"Undergrad","Agriculture & Bioresources","Saskatchewan","more than 45 minutes",31.5,0,410,"0003","AGR-U-016"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",37.5,0,630,"1025","ASC-U-128"
"Grad","Public Policy","International","more than 45 minutes",27,1,810,"0001","POL-G-001"
"Undergrad","Arts and Science","Out of Province","more than 45 minutes",44.5,0,840,"0023","ASC-U-079"
"Undergrad","Education","International","30-45 minutes",22,0,590,"1014","EDU-U-005"
"Undergrad","Agriculture & Bioresources","Saskatchewan","less than 15 minutes",25.5,0,820,"3010","AGR-U-020"
"Undergrad","Business","Saskatchewan","15-30 minutes",22,1,670,"2003","BUS-U-021"
"Undergrad","Kinesiology","International","more than 45 minutes",20.5,1,440,"0014","KIN-U-002"
"Grad","Business","Saskatchewan","15-30 minutes",31,0,830,"2011","BUS-G-001"
"Grad","Education","Saskatchewan","30-45 minutes",36,1,950,"1050","EDU-G-004"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",33.5,1,810,"1025","AGR-U-007"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",24,0,610,"2013","ASC-U-028"
"Undergrad","Nursing","Saskatchewan","30-45 minutes",31.5,1,830,"1007","NUR-U-006"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",31,1,1080,"2014","ASC-U-107"
"Undergrad","Education","Saskatchewan","30-45 minutes",41.5,0,780,"1036","EDU-U-016"
"Grad","Public Policy","Saskatchewan","30-45 minutes",37.5,0,750,"1007","POL-G-003"
"Undergrad","Business","Saskatchewan","30-45 minutes",33,0,500,"1018","BUS-U-007"
"Grad","Arts and Science","International","15-30 minutes",23,0,590,"2001","ASC-G-015"
"Undergrad","Business","Saskatchewan","more than 45 minutes",37.5,1,810,"0009","BUS-U-029"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",26.5,0,810,"3003","ASC-U-096"
"Undergrad","Arts and Science","Out of Province","less than 15 minutes",28.5,0,730,"3005","ASC-U-046"
"Undergrad","Law","Saskatchewan","more than 45 minutes",36.5,0,810,"0017","LAW-U-003"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",30,0,560,"1016","ENG-U-003"
"Undergrad","Kinesiology","Saskatchewan","more than 45 minutes",24,0,370,"0018","KIN-U-010"
"Undergrad","Dentistry","Saskatchewan","30-45 minutes",40.5,1,1110,"1007","DEN-U-003"
"Undergrad","Engineering","Saskatchewan","15-30 minutes",25.5,1,800,"2037","ENG-U-011"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",31,0,630,"1046","AGR-U-005"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",33.5,1,920,"1034","ASC-G-008"
"Undergrad","Business","International","less than 15 minutes",40,0,660,"3010","BUS-U-008"
"Undergrad","Education","Saskatchewan","more than 45 minutes",36,0,670,"0022","EDU-U-021"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",42.5,1,1160,"2010","ASC-U-090"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",28.5,0,770,"2023","ASC-U-089"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",35,1,790,"1036","ASC-U-013"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",27,0,730,"3008","ASC-U-016"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",23.5,0,610,"2004","ASC-U-082"
"Undergrad","Business","Saskatchewan","more than 45 minutes",32.5,0,440,"0021","BUS-U-030"
"Undergrad","Nursing","Saskatchewan","15-30 minutes",26.5,0,680,"2037","NUR-U-010"
"Grad","Education","Saskatchewan","less than 15 minutes",40,0,1500,"3010","EDU-G-008"
"Grad","Public Health","Saskatchewan","30-45 minutes",26,0,610,"1035","HEA-G-002"
"Undergrad","Business","Saskatchewan","30-45 minutes",28.5,0,460,"1043","BUS-U-015"
"Grad","Public Policy","Saskatchewan","15-30 minutes",24.5,1,880,"2024","POL-G-001"
"Undergrad","Nursing","Saskatchewan","15-30 minutes",40,1,1330,"2010","NUR-U-008"
"Med Residents","Medicine","International","more than 45 minutes",33,0,520,"0017","MED-M-001"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",26.5,0,690,"2033","ASC-U-074"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",38.5,0,870,"1053","ASC-U-068"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",35,1,830,"1042","ENG-U-023"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",23.5,0,660,"1014","ENG-U-018"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",36.5,0,700,"1051","ASC-U-112"
"Grad","Arts and Science","International","30-45 minutes",23,1,500,"1004","ASC-G-009"
"Grad","Environment & Sustainability","Saskatchewan","more than 45 minutes",33.5,0,530,"0004","ENV-G-003"
"Undergrad","Arts and Science","International","15-30 minutes",21,0,670,"2022","ASC-U-027"
"Grad","Public Health","Saskatchewan","more than 45 minutes",35,0,600,"0007","HEA-G-003"
"Grad","Others","International","15-30 minutes",34.5,1,1680,"2004","OTH-G-001"
"Grad","Education","Saskatchewan","30-45 minutes",29.5,1,790,"1009","EDU-G-005"
"Undergrad","Business","Saskatchewan","more than 45 minutes",26,0,380,"0022","BUS-U-016"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",31,1,860,"1020","ASC-U-068"
"Grad","Business","International","less than 15 minutes",21.5,0,860,"3005","BUS-G-002"
"Grad","Medicine","Saskatchewan","30-45 minutes",41.5,0,1190,"1045","MED-G-003"
"Undergrad","Arts and Science","International","30-45 minutes",24.5,1,610,"1048","ASC-U-003"
"Grad","Environment & Sustainability","Saskatchewan","15-30 minutes",25.5,0,640,"2027","ENV-G-003"
"Undergrad","Medicine","International","15-30 minutes",31.5,0,870,"2026","MED-U-001"
"Undergrad","Arts and Science","International","30-45 minutes",20,0,460,"1051","ASC-U-067"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",32,1,620,"1023","ASC-U-135"
"Undergrad","Pharmacy & Nutrition","Saskatchewan","30-45 minutes",39.5,1,1000,"1031","PHARM-U-005"
"Undergrad","Education","Saskatchewan","30-45 minutes",34,0,820,"1028","EDU-U-008"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",28.5,0,610,"1007","ASC-U-011"
"Grad","Veterinary Medicine","Saskatchewan","15-30 minutes",23.5,0,610,"2013","VET-G-004"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",48,1,1750,"1011","ASC-U-058"
"Undergrad","Business","Saskatchewan","15-30 minutes",29.5,1,1320,"2006","BUS-U-029"
"Undergrad","Engineering","Saskatchewan","15-30 minutes",35,0,920,"2015","ENG-U-013"
"Undergrad","Business","Out of Province","30-45 minutes",29,1,870,"1041","BUS-U-030"
"Undergrad","Agriculture & Bioresources","Saskatchewan","less than 15 minutes",35.5,0,1010,"3010","AGR-U-004"
"Undergrad","Business","Out of Province","less than 15 minutes",44,0,1120,"3006","BUS-U-009"
"Grad","Public Policy","Saskatchewan","15-30 minutes",42.5,1,1020,"2027","POL-G-002"
"Undergrad","Agriculture & Bioresources","Saskatchewan","less than 15 minutes",24,0,800,"3010","AGR-U-003"
"Undergrad","Engineering","International","15-30 minutes",32.5,1,860,"2031","ENG-U-019"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",35.5,0,830,"2007","ASC-U-002"
"Grad","Public Health","Out of Province","30-45 minutes",35,0,610,"1007","HEA-G-002"
"Med Residents","Medicine","Saskatchewan","30-45 minutes",25.5,0,410,"1007","MED-M-003"
"Undergrad","Business","Saskatchewan","less than 15 minutes",32,1,1150,"3010","BUS-U-040"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",34,0,1040,"2003","ASC-U-086"
"Grad","Engineering","Out of Province","more than 45 minutes",23,0,440,"0018","ENG-G-003"
"Undergrad","Business","Saskatchewan","15-30 minutes",27.5,0,780,"2035","BUS-U-030"
"Undergrad","Arts and Science","International","30-45 minutes",26,0,620,"1034","ASC-U-059"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",36.5,1,930,"0009","ASC-U-027"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",34.5,1,940,"1039","ASC-U-079"
"Grad","Education","Saskatchewan","30-45 minutes",30.5,0,710,"1041","EDU-G-008"
"Undergrad","Business","Saskatchewan","15-30 minutes",31.5,1,1170,"2011","BUS-U-033"
